INFO: STARTING!
INFO: Log parameter values verbosely: [0]
INFO: Min num runs: [10]
INFO: Num threads: [1]
INFO: Graph: [/home/jovyan/tflite_models/ResNet152_quant.tflite]
INFO: Signature to run: []
INFO: Enable op profiling: [1]
INFO: #threads used for CPU inference: [1]
INFO: Loaded model /home/jovyan/tflite_models/ResNet152_quant.tflite
INFO: The input model file size (MB): 61.3612
INFO: Initialized session in 247.432ms.
INFO: Running benchmark for at least 1 iterations and at least 0.5 seconds but terminate if exceeding 150 seconds.
INFO: count=3 first=234590 curr=233513 min=233513 max=244272 avg=237458 std=4838 p5=233513 median=234590 p95=244272

INFO: Running benchmark for at least 10 iterations and at least 1 seconds but terminate if exceeding 150 seconds.
INFO: count=10 first=233698 curr=233535 min=233252 max=234368 avg=233847 std=318 p5=233252 median=233860 p95=234368

INFO: Inference timings in us: Init: 247432, First inference: 234590, Warmup (avg): 237458, Inference (avg): 233847
INFO: Note: as the benchmark tool itself affects memory footprint, the following is only APPROXIMATE to the actual memory footprint of the model at runtime. Take the information at your discretion.
INFO: Memory footprint delta from the start of the tool (MB): init=229.398 overall=231.148
INFO: Profiling Info for Benchmark Initialization:
============================== Run Order ==============================
	                             [node type]	  [first]	 [avg ms]	     [%]	  [cdf%]	  [mem KB]	[times called]	[Name]
	                  Unary Elementwise (NC)	    0.064	    0.070	  0.030%	 42.629%	     0.000	        1	Delegate/Unary Elementwise (NC):130
	                  Convert (NC, F32, QD8)	    0.165	    0.158	  0.068%	 42.696%	     0.000	        1	Delegate/Convert (NC, F32, QD8):131
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.736	    0.725	  0.310%	 43.007%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:132
	                  Convert (NC, F32, QD8)	    0.027	    0.026	  0.011%	 43.018%	     0.000	        1	Delegate/Convert (NC, F32, QD8):133
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    1.696	    1.675	  0.717%	 43.735%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:134
	                  Convert (NC, F32, QD8)	    0.026	    0.026	  0.011%	 43.746%	     0.000	        1	Delegate/Convert (NC, F32, QD8):135
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.854	    0.854	  0.366%	 44.112%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:136
	                 Binary Elementwise (ND)	    0.234	    0.241	  0.103%	 44.215%	     0.000	        1	Delegate/Binary Elementwise (ND):137
	                  Unary Elementwise (NC)	    0.066	    0.067	  0.029%	 44.244%	     0.000	        1	Delegate/Unary Elementwise (NC):138
	                  Convert (NC, F32, QD8)	    0.152	    0.155	  0.067%	 44.311%	     0.000	        1	Delegate/Convert (NC, F32, QD8):139
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.732	    0.726	  0.311%	 44.621%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:140
	                  Convert (NC, F32, QD8)	    0.026	    0.027	  0.012%	 44.633%	     0.000	        1	Delegate/Convert (NC, F32, QD8):141
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    1.649	    1.657	  0.710%	 45.343%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:142
	                  Convert (NC, F32, QD8)	    0.026	    0.026	  0.011%	 45.354%	     0.000	        1	Delegate/Convert (NC, F32, QD8):143
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.863	    0.867	  0.371%	 45.726%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:144
	                 Binary Elementwise (ND)	    0.258	    0.257	  0.110%	 45.836%	     0.000	        1	Delegate/Binary Elementwise (ND):145
	                  Unary Elementwise (NC)	    0.068	    0.069	  0.029%	 45.865%	     0.000	        1	Delegate/Unary Elementwise (NC):146
	                  Convert (NC, F32, QD8)	    0.149	    0.147	  0.063%	 45.928%	     0.000	        1	Delegate/Convert (NC, F32, QD8):147
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.732	    0.723	  0.310%	 46.237%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:148
	                  Convert (NC, F32, QD8)	    0.027	    0.027	  0.012%	 46.249%	     0.000	        1	Delegate/Convert (NC, F32, QD8):149
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    1.688	    1.673	  0.716%	 46.965%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:150
	                  Convert (NC, F32, QD8)	    0.027	    0.026	  0.011%	 46.976%	     0.000	        1	Delegate/Convert (NC, F32, QD8):151
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.885	    0.869	  0.372%	 47.349%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:152
	                 Binary Elementwise (ND)	    0.197	    0.244	  0.105%	 47.453%	     0.000	        1	Delegate/Binary Elementwise (ND):153
	                  Unary Elementwise (NC)	    0.081	    0.069	  0.030%	 47.483%	     0.000	        1	Delegate/Unary Elementwise (NC):154
	                  Convert (NC, F32, QD8)	    0.138	    0.148	  0.064%	 47.546%	     0.000	        1	Delegate/Convert (NC, F32, QD8):155
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.748	    0.726	  0.311%	 47.857%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:156
	                  Convert (NC, F32, QD8)	    0.027	    0.026	  0.011%	 47.869%	     0.000	        1	Delegate/Convert (NC, F32, QD8):157
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    1.639	    1.657	  0.709%	 48.578%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:158
	                  Convert (NC, F32, QD8)	    0.026	    0.026	  0.011%	 48.589%	     0.000	        1	Delegate/Convert (NC, F32, QD8):159
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.859	    0.870	  0.373%	 48.962%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:160
	                 Binary Elementwise (ND)	    0.260	    0.247	  0.106%	 49.067%	     0.000	        1	Delegate/Binary Elementwise (ND):161
	                  Unary Elementwise (NC)	    0.070	    0.067	  0.029%	 49.096%	     0.000	        1	Delegate/Unary Elementwise (NC):162
	                  Convert (NC, F32, QD8)	    0.146	    0.149	  0.064%	 49.160%	     0.000	        1	Delegate/Convert (NC, F32, QD8):163
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.724	    0.725	  0.310%	 49.470%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:164
	                  Convert (NC, F32, QD8)	    0.026	    0.028	  0.012%	 49.482%	     0.000	        1	Delegate/Convert (NC, F32, QD8):165
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    1.665	    1.671	  0.716%	 50.198%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:166
	                  Convert (NC, F32, QD8)	    0.025	    0.026	  0.011%	 50.209%	     0.000	        1	Delegate/Convert (NC, F32, QD8):167
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.856	    0.861	  0.369%	 50.578%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:168
	                 Binary Elementwise (ND)	    0.245	    0.237	  0.102%	 50.679%	     0.000	        1	Delegate/Binary Elementwise (ND):169
	                  Unary Elementwise (NC)	    0.064	    0.065	  0.028%	 50.707%	     0.000	        1	Delegate/Unary Elementwise (NC):170
	                  Convert (NC, F32, QD8)	    0.152	    0.152	  0.065%	 50.772%	     0.000	        1	Delegate/Convert (NC, F32, QD8):171
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.725	    0.725	  0.310%	 51.083%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:172
	                  Convert (NC, F32, QD8)	    0.027	    0.027	  0.011%	 51.094%	     0.000	        1	Delegate/Convert (NC, F32, QD8):173
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    1.705	    1.679	  0.719%	 51.813%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:174
	                  Convert (NC, F32, QD8)	    0.026	    0.026	  0.011%	 51.824%	     0.000	        1	Delegate/Convert (NC, F32, QD8):175
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.853	    0.855	  0.366%	 52.190%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:176
	                 Binary Elementwise (ND)	    0.223	    0.227	  0.097%	 52.288%	     0.000	        1	Delegate/Binary Elementwise (ND):177
	                  Unary Elementwise (NC)	    0.075	    0.072	  0.031%	 52.318%	     0.000	        1	Delegate/Unary Elementwise (NC):178
	                  Convert (NC, F32, QD8)	    0.160	    0.163	  0.070%	 52.388%	     0.000	        1	Delegate/Convert (NC, F32, QD8):179
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.723	    0.724	  0.310%	 52.698%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:180
	                  Convert (NC, F32, QD8)	    0.026	    0.026	  0.011%	 52.709%	     0.000	        1	Delegate/Convert (NC, F32, QD8):181
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    1.664	    1.649	  0.706%	 53.416%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:182
	                  Convert (NC, F32, QD8)	    0.026	    0.026	  0.011%	 53.427%	     0.000	        1	Delegate/Convert (NC, F32, QD8):183
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.854	    0.860	  0.368%	 53.795%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:184
	                 Binary Elementwise (ND)	    0.248	    0.246	  0.105%	 53.900%	     0.000	        1	Delegate/Binary Elementwise (ND):185
	                  Unary Elementwise (NC)	    0.070	    0.070	  0.030%	 53.930%	     0.000	        1	Delegate/Unary Elementwise (NC):186
	                  Convert (NC, F32, QD8)	    0.153	    0.154	  0.066%	 53.996%	     0.000	        1	Delegate/Convert (NC, F32, QD8):187
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.718	    0.720	  0.308%	 54.304%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:188
	                  Convert (NC, F32, QD8)	    0.027	    0.027	  0.012%	 54.316%	     0.000	        1	Delegate/Convert (NC, F32, QD8):189
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    1.663	    1.659	  0.710%	 55.026%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:190
	                  Convert (NC, F32, QD8)	    0.026	    0.026	  0.011%	 55.037%	     0.000	        1	Delegate/Convert (NC, F32, QD8):191
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.854	    0.856	  0.367%	 55.404%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:192
	                 Binary Elementwise (ND)	    0.263	    0.262	  0.112%	 55.516%	     0.000	        1	Delegate/Binary Elementwise (ND):193
	                  Unary Elementwise (NC)	    0.070	    0.071	  0.030%	 55.546%	     0.000	        1	Delegate/Unary Elementwise (NC):194
	                  Convert (NC, F32, QD8)	    0.147	    0.148	  0.064%	 55.610%	     0.000	        1	Delegate/Convert (NC, F32, QD8):195
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.719	    0.724	  0.310%	 55.920%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:196
	                  Convert (NC, F32, QD8)	    0.027	    0.027	  0.012%	 55.931%	     0.000	        1	Delegate/Convert (NC, F32, QD8):197
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    1.664	    1.678	  0.719%	 56.650%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:198
	                  Convert (NC, F32, QD8)	    0.027	    0.026	  0.011%	 56.661%	     0.000	        1	Delegate/Convert (NC, F32, QD8):199
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.857	    0.857	  0.367%	 57.029%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:200
	                 Binary Elementwise (ND)	    0.241	    0.236	  0.101%	 57.130%	     0.000	        1	Delegate/Binary Elementwise (ND):201
	                  Unary Elementwise (NC)	    0.070	    0.066	  0.028%	 57.158%	     0.000	        1	Delegate/Unary Elementwise (NC):202
	                  Convert (NC, F32, QD8)	    0.143	    0.144	  0.062%	 57.219%	     0.000	        1	Delegate/Convert (NC, F32, QD8):203
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.718	    0.720	  0.309%	 57.528%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:204
	                  Convert (NC, F32, QD8)	    0.026	    0.026	  0.011%	 57.539%	     0.000	        1	Delegate/Convert (NC, F32, QD8):205
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    1.676	    1.659	  0.711%	 58.250%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:206
	                  Convert (NC, F32, QD8)	    0.026	    0.026	  0.011%	 58.261%	     0.000	        1	Delegate/Convert (NC, F32, QD8):207
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.861	    0.866	  0.371%	 58.631%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:208
	                 Binary Elementwise (ND)	    0.243	    0.249	  0.107%	 58.738%	     0.000	        1	Delegate/Binary Elementwise (ND):209
	                  Unary Elementwise (NC)	    0.069	    0.070	  0.030%	 58.768%	     0.000	        1	Delegate/Unary Elementwise (NC):210
	                  Convert (NC, F32, QD8)	    0.140	    0.140	  0.060%	 58.828%	     0.000	        1	Delegate/Convert (NC, F32, QD8):211
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.719	    0.721	  0.309%	 59.137%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:212
	                  Convert (NC, F32, QD8)	    0.026	    0.026	  0.011%	 59.148%	     0.000	        1	Delegate/Convert (NC, F32, QD8):213
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    1.662	    1.648	  0.706%	 59.854%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:214
	                  Convert (NC, F32, QD8)	    0.026	    0.027	  0.012%	 59.866%	     0.000	        1	Delegate/Convert (NC, F32, QD8):215
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.862	    0.867	  0.371%	 60.237%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:216
	                 Binary Elementwise (ND)	    0.243	    0.234	  0.100%	 60.337%	     0.000	        1	Delegate/Binary Elementwise (ND):217
	                  Unary Elementwise (NC)	    0.064	    0.070	  0.030%	 60.367%	     0.000	        1	Delegate/Unary Elementwise (NC):218
	                  Convert (NC, F32, QD8)	    0.156	    0.155	  0.066%	 60.433%	     0.000	        1	Delegate/Convert (NC, F32, QD8):219
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.722	    0.725	  0.311%	 60.744%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:220
	                  Convert (NC, F32, QD8)	    0.027	    0.027	  0.011%	 60.755%	     0.000	        1	Delegate/Convert (NC, F32, QD8):221
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    1.646	    1.658	  0.710%	 61.465%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:222
	                  Convert (NC, F32, QD8)	    0.026	    0.026	  0.011%	 61.476%	     0.000	        1	Delegate/Convert (NC, F32, QD8):223
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.871	    0.863	  0.370%	 61.846%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:224
	                 Binary Elementwise (ND)	    0.246	    0.241	  0.103%	 61.949%	     0.000	        1	Delegate/Binary Elementwise (ND):225
	                  Unary Elementwise (NC)	    0.070	    0.068	  0.029%	 61.978%	     0.000	        1	Delegate/Unary Elementwise (NC):226
	                  Convert (NC, F32, QD8)	    0.150	    0.149	  0.064%	 62.042%	     0.000	        1	Delegate/Convert (NC, F32, QD8):227
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.720	    0.723	  0.309%	 62.352%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:228
	                  Convert (NC, F32, QD8)	    0.026	    0.026	  0.011%	 62.363%	     0.000	        1	Delegate/Convert (NC, F32, QD8):229
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    1.655	    1.663	  0.712%	 63.075%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:230
	                  Convert (NC, F32, QD8)	    0.025	    0.025	  0.011%	 63.086%	     0.000	        1	Delegate/Convert (NC, F32, QD8):231
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.874	    0.855	  0.366%	 63.452%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:232
	                 Binary Elementwise (ND)	    0.256	    0.252	  0.108%	 63.560%	     0.000	        1	Delegate/Binary Elementwise (ND):233
	                  Unary Elementwise (NC)	    0.067	    0.070	  0.030%	 63.590%	     0.000	        1	Delegate/Unary Elementwise (NC):234
	                  Convert (NC, F32, QD8)	    0.155	    0.155	  0.067%	 63.657%	     0.000	        1	Delegate/Convert (NC, F32, QD8):235
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.717	    0.722	  0.309%	 63.966%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:236
	                  Convert (NC, F32, QD8)	    0.027	    0.027	  0.012%	 63.977%	     0.000	        1	Delegate/Convert (NC, F32, QD8):237
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    1.638	    1.662	  0.712%	 64.689%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:238
	                  Convert (NC, F32, QD8)	    0.026	    0.026	  0.011%	 64.700%	     0.000	        1	Delegate/Convert (NC, F32, QD8):239
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.882	    0.870	  0.373%	 65.073%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:240
	                 Binary Elementwise (ND)	    0.245	    0.242	  0.104%	 65.176%	     0.000	        1	Delegate/Binary Elementwise (ND):241
	                  Unary Elementwise (NC)	    0.077	    0.069	  0.030%	 65.206%	     0.000	        1	Delegate/Unary Elementwise (NC):242
	                  Convert (NC, F32, QD8)	    0.160	    0.146	  0.063%	 65.269%	     0.000	        1	Delegate/Convert (NC, F32, QD8):243
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.717	    0.721	  0.309%	 65.577%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:244
	                  Convert (NC, F32, QD8)	    0.026	    0.026	  0.011%	 65.588%	     0.000	        1	Delegate/Convert (NC, F32, QD8):245
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    1.650	    1.644	  0.704%	 66.293%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:246
	                  Convert (NC, F32, QD8)	    0.026	    0.027	  0.012%	 66.304%	     0.000	        1	Delegate/Convert (NC, F32, QD8):247
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.862	    0.856	  0.367%	 66.671%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:248
	                 Binary Elementwise (ND)	    0.293	    0.273	  0.117%	 66.788%	     0.000	        1	Delegate/Binary Elementwise (ND):249
	                  Unary Elementwise (NC)	    0.081	    0.078	  0.033%	 66.821%	     0.000	        1	Delegate/Unary Elementwise (NC):250
	                  Convert (NC, F32, QD8)	    0.151	    0.148	  0.063%	 66.884%	     0.000	        1	Delegate/Convert (NC, F32, QD8):251
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.718	    0.721	  0.309%	 67.193%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:252
	                  Convert (NC, F32, QD8)	    0.026	    0.026	  0.011%	 67.204%	     0.000	        1	Delegate/Convert (NC, F32, QD8):253
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    1.651	    1.664	  0.713%	 67.917%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:254
	                  Convert (NC, F32, QD8)	    0.025	    0.026	  0.011%	 67.928%	     0.000	        1	Delegate/Convert (NC, F32, QD8):255
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.854	    0.858	  0.367%	 68.295%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:256
	                 Binary Elementwise (ND)	    0.263	    0.251	  0.107%	 68.403%	     0.000	        1	Delegate/Binary Elementwise (ND):257
	                  Unary Elementwise (NC)	    0.071	    0.068	  0.029%	 68.432%	     0.000	        1	Delegate/Unary Elementwise (NC):258
	                  Convert (NC, F32, QD8)	    0.140	    0.141	  0.060%	 68.492%	     0.000	        1	Delegate/Convert (NC, F32, QD8):259
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.717	    0.720	  0.308%	 68.800%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:260
	                  Convert (NC, F32, QD8)	    0.026	    0.026	  0.011%	 68.811%	     0.000	        1	Delegate/Convert (NC, F32, QD8):261
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    1.705	    1.663	  0.712%	 69.524%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:262
	                  Convert (NC, F32, QD8)	    0.028	    0.026	  0.011%	 69.535%	     0.000	        1	Delegate/Convert (NC, F32, QD8):263
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.840	    0.850	  0.364%	 69.899%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:264
	                 Binary Elementwise (ND)	    0.223	    0.243	  0.104%	 70.003%	     0.000	        1	Delegate/Binary Elementwise (ND):265
	                  Unary Elementwise (NC)	    0.067	    0.068	  0.029%	 70.032%	     0.000	        1	Delegate/Unary Elementwise (NC):266
	                  Convert (NC, F32, QD8)	    0.160	    0.167	  0.071%	 70.103%	     0.000	        1	Delegate/Convert (NC, F32, QD8):267
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.726	    0.725	  0.310%	 70.414%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:268
	                  Convert (NC, F32, QD8)	    0.026	    0.026	  0.011%	 70.425%	     0.000	        1	Delegate/Convert (NC, F32, QD8):269
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    1.633	    1.647	  0.705%	 71.130%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:270
	                  Convert (NC, F32, QD8)	    0.026	    0.026	  0.011%	 71.142%	     0.000	        1	Delegate/Convert (NC, F32, QD8):271
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.860	    0.871	  0.373%	 71.515%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:272
	                 Binary Elementwise (ND)	    0.257	    0.250	  0.107%	 71.622%	     0.000	        1	Delegate/Binary Elementwise (ND):273
	                  Unary Elementwise (NC)	    0.069	    0.070	  0.030%	 71.651%	     0.000	        1	Delegate/Unary Elementwise (NC):274
	                  Convert (NC, F32, QD8)	    0.139	    0.141	  0.060%	 71.711%	     0.000	        1	Delegate/Convert (NC, F32, QD8):275
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.734	    0.728	  0.312%	 72.023%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:276
	                  Convert (NC, F32, QD8)	    0.026	    0.026	  0.011%	 72.034%	     0.000	        1	Delegate/Convert (NC, F32, QD8):277
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    1.650	    1.652	  0.708%	 72.742%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:278
	                  Convert (NC, F32, QD8)	    0.026	    0.026	  0.011%	 72.753%	     0.000	        1	Delegate/Convert (NC, F32, QD8):279
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.855	    0.852	  0.365%	 73.118%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:280
	                 Binary Elementwise (ND)	    0.248	    0.247	  0.106%	 73.224%	     0.000	        1	Delegate/Binary Elementwise (ND):281
	                  Unary Elementwise (NC)	    0.073	    0.070	  0.030%	 73.254%	     0.000	        1	Delegate/Unary Elementwise (NC):282
	                  Convert (NC, F32, QD8)	    0.136	    0.137	  0.059%	 73.312%	     0.000	        1	Delegate/Convert (NC, F32, QD8):283
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.737	    0.726	  0.311%	 73.623%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:284
	                  Convert (NC, F32, QD8)	    0.026	    0.026	  0.011%	 73.634%	     0.000	        1	Delegate/Convert (NC, F32, QD8):285
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    1.639	    1.640	  0.702%	 74.336%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:286
	                  Convert (NC, F32, QD8)	    0.025	    0.026	  0.011%	 74.347%	     0.000	        1	Delegate/Convert (NC, F32, QD8):287
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.867	    0.867	  0.371%	 74.719%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:288
	                 Binary Elementwise (ND)	    0.254	    0.257	  0.110%	 74.828%	     0.000	        1	Delegate/Binary Elementwise (ND):289
	                  Unary Elementwise (NC)	    0.064	    0.067	  0.029%	 74.857%	     0.000	        1	Delegate/Unary Elementwise (NC):290
	                  Convert (NC, F32, QD8)	    0.149	    0.149	  0.064%	 74.921%	     0.000	        1	Delegate/Convert (NC, F32, QD8):291
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.730	    0.721	  0.309%	 75.230%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:292
	                  Convert (NC, F32, QD8)	    0.027	    0.026	  0.011%	 75.241%	     0.000	        1	Delegate/Convert (NC, F32, QD8):293
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    1.678	    1.689	  0.723%	 75.964%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:294
	                  Convert (NC, F32, QD8)	    0.025	    0.025	  0.011%	 75.975%	     0.000	        1	Delegate/Convert (NC, F32, QD8):295
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.851	    0.853	  0.365%	 76.341%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:296
	                 Binary Elementwise (ND)	    0.244	    0.231	  0.099%	 76.439%	     0.000	        1	Delegate/Binary Elementwise (ND):297
	                  Unary Elementwise (NC)	    0.073	    0.075	  0.032%	 76.472%	     0.000	        1	Delegate/Unary Elementwise (NC):298
	                  Convert (NC, F32, QD8)	    0.167	    0.165	  0.070%	 76.542%	     0.000	        1	Delegate/Convert (NC, F32, QD8):299
	Convolution (NHWC, QD8, F32, QC8W) IGEMM	    0.720	    0.723	  0.309%	 76.852%	     0.000	        1	Delegate/Convolution (NHWC, QD8, F32, QC8W) IGEMM:300
	                  Convert (NC, F32, QD8)	    0.027	    0.028	  0.012%	 76.863%	     0.000	        1	Delegate/Convert (NC, F32, QD8):301
