INFO: STARTING!
INFO: Log parameter values verbosely: [0]
INFO: Min num runs: [10]
INFO: Num threads: [1]
INFO: Graph: [/home/jovyan/tflite_models/ResNet152.tflite]
INFO: Signature to run: []
INFO: Enable op profiling: [1]
INFO: #threads used for CPU inference: [1]
INFO: Loaded model /home/jovyan/tflite_models/ResNet152.tflite
INFO: The input model file size (MB): 240.571
INFO: Initialized session in 586.382ms.
INFO: Running benchmark for at least 1 iterations and at least 0.5 seconds but terminate if exceeding 150 seconds.
INFO: count=1 curr=697941 p5=697941 median=697941 p95=697941

INFO: Running benchmark for at least 10 iterations and at least 1 seconds but terminate if exceeding 150 seconds.
INFO: count=10 first=687280 curr=683452 min=682607 max=687473 avg=684591 std=1609 p5=682607 median=684310 p95=687473

INFO: Inference timings in us: Init: 586382, First inference: 697941, Warmup (avg): 697941, Inference (avg): 684591
INFO: Note: as the benchmark tool itself affects memory footprint, the following is only APPROXIMATE to the actual memory footprint of the model at runtime. Take the information at your discretion.
INFO: Memory footprint delta from the start of the tool (MB): init=570.246 overall=571.746
INFO: Profiling Info for Benchmark Initialization:
============================== Run Order ==============================
	                             [node type]	  [first]	 [avg ms]	     [%]	  [cdf%]	  [mem KB]	[times called]	[Name]
	          Fully Connected (NC, F32) GEMM	    2.805	    2.816	  0.411%	 58.173%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:143
	                 Binary Elementwise (ND)	    0.133	    0.137	  0.020%	 58.193%	     0.000	        1	Delegate/Binary Elementwise (ND):144
	                  Unary Elementwise (NC)	    0.055	    0.055	  0.008%	 58.201%	     0.000	        1	Delegate/Unary Elementwise (NC):145
	          Fully Connected (NC, F32) GEMM	    2.843	    2.841	  0.415%	 58.616%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:146
	           Convolution (NHWC, F32) IGEMM	    6.712	    6.715	  0.981%	 59.597%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:147
	          Fully Connected (NC, F32) GEMM	    2.805	    2.815	  0.411%	 60.008%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:148
	                 Binary Elementwise (ND)	    0.145	    0.139	  0.020%	 60.029%	     0.000	        1	Delegate/Binary Elementwise (ND):149
	                  Unary Elementwise (NC)	    0.053	    0.054	  0.008%	 60.036%	     0.000	        1	Delegate/Unary Elementwise (NC):150
	          Fully Connected (NC, F32) GEMM	    2.821	    2.828	  0.413%	 60.450%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:151
	           Convolution (NHWC, F32) IGEMM	    6.768	    6.761	  0.988%	 61.438%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:152
	          Fully Connected (NC, F32) GEMM	    2.817	    2.821	  0.412%	 61.850%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:153
	                 Binary Elementwise (ND)	    0.136	    0.140	  0.021%	 61.870%	     0.000	        1	Delegate/Binary Elementwise (ND):154
	                  Unary Elementwise (NC)	    0.079	    0.059	  0.009%	 61.879%	     0.000	        1	Delegate/Unary Elementwise (NC):155
	          Fully Connected (NC, F32) GEMM	    2.839	    2.837	  0.415%	 62.293%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:156
	           Convolution (NHWC, F32) IGEMM	    6.683	    6.718	  0.982%	 63.275%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:157
	          Fully Connected (NC, F32) GEMM	    2.818	    2.819	  0.412%	 63.687%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:158
	                 Binary Elementwise (ND)	    0.138	    0.143	  0.021%	 63.708%	     0.000	        1	Delegate/Binary Elementwise (ND):159
	                  Unary Elementwise (NC)	    0.055	    0.055	  0.008%	 63.716%	     0.000	        1	Delegate/Unary Elementwise (NC):160
	          Fully Connected (NC, F32) GEMM	    2.848	    2.842	  0.415%	 64.131%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:161
	           Convolution (NHWC, F32) IGEMM	    6.738	    6.731	  0.984%	 65.115%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:162
	          Fully Connected (NC, F32) GEMM	    2.817	    2.818	  0.412%	 65.526%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:163
	                 Binary Elementwise (ND)	    0.136	    0.139	  0.020%	 65.547%	     0.000	        1	Delegate/Binary Elementwise (ND):164
	                  Unary Elementwise (NC)	    0.056	    0.056	  0.008%	 65.555%	     0.000	        1	Delegate/Unary Elementwise (NC):165
	          Fully Connected (NC, F32) GEMM	    2.835	    2.877	  0.420%	 65.975%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:166
	           Convolution (NHWC, F32) IGEMM	    6.708	    6.704	  0.980%	 66.955%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:167
	          Fully Connected (NC, F32) GEMM	    2.812	    2.820	  0.412%	 67.367%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:168
	                 Binary Elementwise (ND)	    0.136	    0.140	  0.021%	 67.387%	     0.000	        1	Delegate/Binary Elementwise (ND):169
	                  Unary Elementwise (NC)	    0.054	    0.055	  0.008%	 67.395%	     0.000	        1	Delegate/Unary Elementwise (NC):170
	          Fully Connected (NC, F32) GEMM	    2.839	    2.835	  0.414%	 67.810%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:171
	           Convolution (NHWC, F32) IGEMM	    6.757	    6.722	  0.982%	 68.792%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:172
	          Fully Connected (NC, F32) GEMM	    2.872	    2.824	  0.413%	 69.205%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:173
	                 Binary Elementwise (ND)	    0.237	    0.155	  0.023%	 69.227%	     0.000	        1	Delegate/Binary Elementwise (ND):174
	                  Unary Elementwise (NC)	    0.109	    0.062	  0.009%	 69.236%	     0.000	        1	Delegate/Unary Elementwise (NC):175
	          Fully Connected (NC, F32) GEMM	    2.940	    2.840	  0.415%	 69.651%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:176
	           Convolution (NHWC, F32) IGEMM	    6.515	    6.689	  0.977%	 70.629%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:177
	          Fully Connected (NC, F32) GEMM	    2.802	    2.810	  0.411%	 71.039%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:178
	                 Binary Elementwise (ND)	    0.137	    0.137	  0.020%	 71.059%	     0.000	        1	Delegate/Binary Elementwise (ND):179
	                  Unary Elementwise (NC)	    0.055	    0.056	  0.008%	 71.068%	     0.000	        1	Delegate/Unary Elementwise (NC):180
	          Fully Connected (NC, F32) GEMM	    2.834	    2.829	  0.413%	 71.481%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:181
	           Convolution (NHWC, F32) IGEMM	    6.714	    6.725	  0.983%	 72.464%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:182
	          Fully Connected (NC, F32) GEMM	    2.821	    2.829	  0.413%	 72.877%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:183
	                 Binary Elementwise (ND)	    0.144	    0.147	  0.022%	 72.899%	     0.000	        1	Delegate/Binary Elementwise (ND):184
	                  Unary Elementwise (NC)	    0.055	    0.057	  0.008%	 72.907%	     0.000	        1	Delegate/Unary Elementwise (NC):185
	          Fully Connected (NC, F32) GEMM	    2.819	    2.835	  0.414%	 73.321%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:186
	           Convolution (NHWC, F32) IGEMM	    6.700	    6.716	  0.981%	 74.302%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:187
	          Fully Connected (NC, F32) GEMM	    2.818	    2.833	  0.414%	 74.717%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:188
	                 Binary Elementwise (ND)	    0.135	    0.147	  0.021%	 74.738%	     0.000	        1	Delegate/Binary Elementwise (ND):189
	                  Unary Elementwise (NC)	    0.053	    0.057	  0.008%	 74.746%	     0.000	        1	Delegate/Unary Elementwise (NC):190
	          Fully Connected (NC, F32) GEMM	    2.822	    2.831	  0.414%	 75.160%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:191
	           Convolution (NHWC, F32) IGEMM	    6.763	    6.717	  0.981%	 76.141%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:192
	          Fully Connected (NC, F32) GEMM	    2.821	    2.823	  0.412%	 76.554%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:193
	                 Binary Elementwise (ND)	    0.147	    0.144	  0.021%	 76.575%	     0.000	        1	Delegate/Binary Elementwise (ND):194
	                  Unary Elementwise (NC)	    0.060	    0.056	  0.008%	 76.583%	     0.000	        1	Delegate/Unary Elementwise (NC):195
	          Fully Connected (NC, F32) GEMM	    2.845	    2.844	  0.416%	 76.999%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:196
	           Convolution (NHWC, F32) IGEMM	    6.653	    6.692	  0.978%	 77.977%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:197
	          Fully Connected (NC, F32) GEMM	    2.815	    2.823	  0.413%	 78.389%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:198
	                 Binary Elementwise (ND)	    0.133	    0.142	  0.021%	 78.410%	     0.000	        1	Delegate/Binary Elementwise (ND):199
	                  Unary Elementwise (NC)	    0.056	    0.058	  0.008%	 78.418%	     0.000	        1	Delegate/Unary Elementwise (NC):200
	          Fully Connected (NC, F32) GEMM	    2.828	    2.840	  0.415%	 78.833%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:201
	           Convolution (NHWC, F32) IGEMM	    6.697	    6.748	  0.986%	 79.819%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:202
	          Fully Connected (NC, F32) GEMM	    2.812	    2.820	  0.412%	 80.231%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:203
	                 Binary Elementwise (ND)	    0.129	    0.142	  0.021%	 80.252%	     0.000	        1	Delegate/Binary Elementwise (ND):204
	                  Unary Elementwise (NC)	    0.052	    0.059	  0.009%	 80.261%	     0.000	        1	Delegate/Unary Elementwise (NC):205
	          Fully Connected (NC, F32) GEMM	    2.835	    2.832	  0.414%	 80.675%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:206
	           Convolution (NHWC, F32) IGEMM	    6.704	    6.709	  0.980%	 81.655%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:207
	          Fully Connected (NC, F32) GEMM	    2.814	    2.820	  0.412%	 82.067%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:208
	                 Binary Elementwise (ND)	    0.134	    0.147	  0.022%	 82.089%	     0.000	        1	Delegate/Binary Elementwise (ND):209
	                  Unary Elementwise (NC)	    0.055	    0.057	  0.008%	 82.097%	     0.000	        1	Delegate/Unary Elementwise (NC):210
	          Fully Connected (NC, F32) GEMM	    2.841	    2.845	  0.416%	 82.513%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:211
	           Convolution (NHWC, F32) IGEMM	    6.749	    6.746	  0.986%	 83.499%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:212
	          Fully Connected (NC, F32) GEMM	    2.831	    2.826	  0.413%	 83.912%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:213
	                 Binary Elementwise (ND)	    0.153	    0.163	  0.024%	 83.935%	     0.000	        1	Delegate/Binary Elementwise (ND):214
	                  Unary Elementwise (NC)	    0.060	    0.062	  0.009%	 83.944%	     0.000	        1	Delegate/Unary Elementwise (NC):215
	          Fully Connected (NC, F32) GEMM	    2.841	    2.857	  0.417%	 84.362%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:216
	           Convolution (NHWC, F32) IGEMM	    6.681	    6.658	  0.973%	 85.335%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:217
	          Fully Connected (NC, F32) GEMM	    2.809	    2.818	  0.412%	 85.746%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:218
	                 Binary Elementwise (ND)	    0.155	    0.152	  0.022%	 85.769%	     0.000	        1	Delegate/Binary Elementwise (ND):219
	                  Unary Elementwise (NC)	    0.058	    0.059	  0.009%	 85.777%	     0.000	        1	Delegate/Unary Elementwise (NC):220
	          Fully Connected (NC, F32) GEMM	    2.825	    2.845	  0.416%	 86.193%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:221
	           Convolution (NHWC, F32) IGEMM	    6.716	    6.688	  0.977%	 87.170%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:222
	          Fully Connected (NC, F32) GEMM	    2.813	    2.828	  0.413%	 87.583%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:223
	                 Binary Elementwise (ND)	    0.136	    0.147	  0.021%	 87.605%	     0.000	        1	Delegate/Binary Elementwise (ND):224
	                  Unary Elementwise (NC)	    0.053	    0.056	  0.008%	 87.613%	     0.000	        1	Delegate/Unary Elementwise (NC):225
	          Fully Connected (NC, F32) GEMM	    2.823	    2.836	  0.414%	 88.027%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:226
	           Convolution (NHWC, F32) IGEMM	    6.771	    6.718	  0.982%	 89.009%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:227
	          Fully Connected (NC, F32) GEMM	    2.862	    2.819	  0.412%	 89.421%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:228
	                 Binary Elementwise (ND)	    0.164	    0.141	  0.021%	 89.442%	     0.000	        1	Delegate/Binary Elementwise (ND):229
	                  Unary Elementwise (NC)	    0.063	    0.056	  0.008%	 89.450%	     0.000	        1	Delegate/Unary Elementwise (NC):230
	          Fully Connected (NC, F32) GEMM	    2.833	    2.838	  0.415%	 89.864%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:231
	           Convolution (NHWC, F32) IGEMM	    6.841	    6.826	  0.997%	 90.862%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:232
	          Fully Connected (NC, F32) GEMM	    2.876	    2.836	  0.414%	 91.276%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:233
	                 Binary Elementwise (ND)	    0.170	    0.138	  0.020%	 91.296%	     0.000	        1	Delegate/Binary Elementwise (ND):234
	                  Unary Elementwise (NC)	    0.062	    0.056	  0.008%	 91.305%	     0.000	        1	Delegate/Unary Elementwise (NC):235
	          Fully Connected (NC, F32) GEMM	    2.841	    2.847	  0.416%	 91.721%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:236
	           Convolution (NHWC, F32) IGEMM	    6.840	    6.787	  0.992%	 92.712%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:237
	          Fully Connected (NC, F32) GEMM	    2.830	    2.829	  0.413%	 93.126%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:238
	                 Binary Elementwise (ND)	    0.131	    0.138	  0.020%	 93.146%	     0.000	        1	Delegate/Binary Elementwise (ND):239
	                  Unary Elementwise (NC)	    0.056	    0.058	  0.009%	 93.154%	     0.000	        1	Delegate/Unary Elementwise (NC):240
	           Convolution (NHWC, F32) IGEMM	    6.938	    6.968	  1.018%	 94.173%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:241
	           Convolution (NHWC, F32) IGEMM	    1.612	    1.618	  0.236%	 94.409%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:242
	           Convolution (NHWC, F32) IGEMM	    7.185	    7.190	  1.051%	 95.460%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:243
	          Fully Connected (NC, F32) GEMM	    3.126	    3.131	  0.457%	 95.917%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:244
	                 Binary Elementwise (ND)	    0.074	    0.079	  0.011%	 95.929%	     0.000	        1	Delegate/Binary Elementwise (ND):245
	                  Unary Elementwise (NC)	    0.046	    0.050	  0.007%	 95.936%	     0.000	        1	Delegate/Unary Elementwise (NC):246
	          Fully Connected (NC, F32) GEMM	    3.105	    3.100	  0.453%	 96.389%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:247
	           Convolution (NHWC, F32) IGEMM	    7.201	    7.210	  1.054%	 97.442%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:248
	          Fully Connected (NC, F32) GEMM	    3.129	    3.139	  0.459%	 97.901%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:249
	                 Binary Elementwise (ND)	    0.059	    0.064	  0.009%	 97.911%	     0.000	        1	Delegate/Binary Elementwise (ND):250
	                  Unary Elementwise (NC)	    0.063	    0.054	  0.008%	 97.919%	     0.000	        1	Delegate/Unary Elementwise (NC):251
	          Fully Connected (NC, F32) GEMM	    3.172	    3.154	  0.461%	 98.379%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:252
	           Convolution (NHWC, F32) IGEMM	    7.208	    7.209	  1.053%	 99.433%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:253
	          Fully Connected (NC, F32) GEMM	    3.203	    3.131	  0.458%	 99.890%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:254
	                 Binary Elementwise (ND)	    0.067	    0.062	  0.009%	 99.899%	     0.000	        1	Delegate/Binary Elementwise (ND):255
	                  Unary Elementwise (NC)	    0.026	    0.025	  0.004%	 99.903%	     0.000	        1	Delegate/Unary Elementwise (NC):256
	                          Mean (ND) Mean	    0.043	    0.043	  0.006%	 99.909%	     0.000	        1	Delegate/Mean (ND) Mean:257
	          Fully Connected (NC, F32) GEMM	    0.619	    0.617	  0.090%	100.000%	     0.000	        1	Delegate/Fully Connected (NC, F32) GEMM:258
	                       Softmax (NC, F32)	    0.004	    0.003	  0.000%	100.000%	     0.000	        1	Delegate/Softmax (NC, F32):259

============================== Top by Computation Time ==============================
	                             [node type]	  [first]	 [avg ms]	     [%]	  [cdf%]	  [mem KB]	[times called]	[Name]
	           Convolution (NHWC, F32) IGEMM	   10.459	   10.461	  1.529%	  1.529%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:0
	           Convolution (NHWC, F32) IGEMM	    7.201	    7.210	  1.054%	  2.582%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:248
	           Convolution (NHWC, F32) IGEMM	    7.208	    7.209	  1.053%	  3.636%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:253
	           Convolution (NHWC, F32) IGEMM	    7.185	    7.190	  1.051%	  4.686%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:243
	           Convolution (NHWC, F32) IGEMM	    6.938	    6.968	  1.018%	  5.704%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:241
	           Convolution (NHWC, F32) IGEMM	    6.968	    6.956	  1.016%	  6.721%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:67
	           Convolution (NHWC, F32) IGEMM	    6.820	    6.905	  1.009%	  7.730%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:72
	           Convolution (NHWC, F32) IGEMM	    6.833	    6.844	  1.000%	  8.730%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:112
	           Convolution (NHWC, F32) IGEMM	    6.817	    6.827	  0.998%	  9.728%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:122
	           Convolution (NHWC, F32) IGEMM	    6.841	    6.826	  0.997%	 10.725%	     0.000	        1	Delegate/Convolution (NHWC, F32) IGEMM:232

Number of nodes executed: 260
============================== Summary by node type ==============================
	                             [Node type]	  [count]	  [avg ms]	    [avg %]	    [cdf %]	  [mem KB]	[times called]
	           Convolution (NHWC, F32) IGEMM	       57	   368.611	    53.872%	    53.872%	     0.000	       57
	          Fully Connected (NC, F32) GEMM	       99	   282.442	    41.278%	    95.150%	     0.000	       99
	                 Binary Elementwise (ND)	       50	    23.922	     3.496%	    98.646%	     0.000	       50
	                  Unary Elementwise (NC)	       50	     6.248	     0.913%	    99.559%	     0.000	       50
	                  Constant Pad (ND, X32)	        1	     2.081	     0.304%	    99.863%	     0.000	        1
	                 Max Pooling (NHWC, F32)	        1	     0.892	     0.130%	    99.993%	     0.000	        1
	                          Mean (ND) Mean	        1	     0.042	     0.006%	   100.000%	     0.000	        1
	                       Softmax (NC, F32)	        1	     0.003	     0.000%	   100.000%	     0.000	        1

Timings (microseconds): count=10 first=687032 curr=683223 min=682393 max=687245 avg=684360 std=1605
Memory (bytes): count=0
260 nodes observed



